,book_title,sent_spoil,sentence
145141,The Body Electric,0,"In fact, my only problem was just that I was a bit confused and overwhelmed at the end."
19628,You Wish,0,World Building: 7
103912,"The Giver (The Giver, #1)",0,"Everything is carefully monitored, including the history of the human race."
115339,"The Passage (The Passage, #1)",0,Lazy.
272277,Adorkable,0,I don't want to feel any good or nice feelings about this character ever.
11991,"The Iron Wyrm Affair (Bannon & Clare, #1)",0,"So, lots of issues with the writing."
97194,"The Winner's Crime (The Winner's Trilogy, #2)",0,And love.
204454,"Cress (The Lunar Chronicles, #3)",0,I love how they rely on each other and how they trust each other.
218226,"Unravel Me (Shatter Me, #2)",0,"To give them a chance to wash out the pain in order to see fresh and clear once again."""
200077,A Girl's Guide to Vampires (Dark Ones #1),0,"Or is the yummy Raphael, aka Bob, really hers?"
38151,"This Heart of Mine (Chicago Stars, #5)",0,"THEN, when Kevin is asleep in his bed, she snoops through his stuff, finds a condom in his shaving kit, goes into his room, climbs into his bed and starts touching him while he is asleep."
227340,"American Vampire, Vol. 1",0,You can also follow my reviews at the following links:
64243,A Visit from the Goon Squad,0,"Good job, Egan."
270175,"The Dragons of Nova (Loom Saga, #2)",0,I mean I was concerned one thing was happening and then as soon as hope it would be fixed...BAM hit with multiple other things and I don't know what to think.
216592,Simon vs. the Homo Sapiens Agenda,0,it made me squeal and just
128433,"The Pledge (The Pledge, #1)",0,"Occasionally the heroine makes noises about how she ""doesn't need them!!"""
185079,Small Great Things,0,"Though the epilogue was also seemingly quite unrealistic, I thought Jodi Picoult's author note at the end really put into perspective the time and effort she put into the novel, along with the traits and experiences that she borrowed from real people to shape these characters."
87766,"Firefight (The Reckoners, #2)",0,The premise is so much fun!
250937,"Mayhem (Mayhem, #1)",0,Adam was sooooo cool!
87579,"Hansel, Part Two (Hansel, #2)",0,get fight.
86301,Heart of Darkness,0,"I can now appreciate why English classes are assigned to read it, discuss it, and pick it apart."
246903,Two Years Eight Months and Twenty-Eight Nights,0,loved this book.
90446,"Unhinged (Splintered, #2)",0,The reason I loved the first book so much was because I was transported to the crazy world of Wonderland.
293373,A Lady's Lesson in Scandal,0,She went about looking down her nose at the gentry and rich people because they had no idea what it was like to be poor when she herself put on more airs than anyone in the whole damn book!
258981,"Crossing (Open Door Love Story, #1)",0,Wow.
247349,"A Mad, Wicked Folly",0,"This was obviously quite well-researched, but I found myself wanting more out of it nonetheless."
280779,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",0,"The writing pulled me into the story and kept me on the edge of my seat as I watched Callie spread her wings and find the life and love she wanted, while Gabriel fell harder for Callie every time they were together."
78360,"Hunter (Hunter, #1)",0,It was so poorly written I could barely stand it and ended up just skimming to see if the story got any better.
198657,Eleanor & Park,0,"I really enjoyed the beginning when Park and Eleanor got to know each other, and towards the end there was a bit where I found it hard to put down, but the middle was too much teenage love troubles and insecurities for my liking."
236943,"City of Bones (The Mortal Instruments, #1)",0,Warning.
241270,"Dearly, Departed (Gone With the Respiration, #1)",0,This review can also be found at The Starry-Eyed Revue.
55715,"The Eye of Minds (The Mortality Doctrine, #1)",0,"I really enjoyed this book, but the surprise twist at the end wasn't that much of a twist to me."
35866,"Ignite Me (Shatter Me, #3)",0,It seemed more real than other YA relationship couple breakups.
40174,"Good (Too Good, #1)",0,IS.
229106,Vienna Nocturne,0,Recommended!
1389,We Met in Dreams,0,They're as different as night and day but they worked so well together.
288636,"The Lives of Christopher Chant (Chrestomanci, #2)",0,The next to read after this one is Conrad's Fate.
100515,"Catching Fire (The Hunger Games, #2)",0,It dipped into some very well-worn territory for me as well.
245820,"Strangers in Death (In Death, #26)",0,"""None at all, as I'd kick your ass and murder all of them."
32208,They Both Die at the End,0,"I want to feel like this everyday: like I'm doing something worth remembering, and that if I die this very second, I won't regret it."
138759,"The Program (The Program, #1)",0,"You've named your characters (poorly, in my opinion, but hey) and you dreamed up an instant suicide concoction called 'QuikDeath'."
258778,Reconstructing Amelia,1,And this happens all the time in real life.
75014,It Ends with Us,0,And now after reading It Ends with Us I have a better understanding of it.
207548,"To Have and to Hold (The Wedding Belles, #1)",0,Let me just start by saying how much I love strong female lead characters--this is something Ms.
144416,"Winter (The Lunar Chronicles, #4)",0,"I was invested, surprised, and waiting for the moment when it would all come together."
49437,"These Broken Stars (Starbound, #1)",0,plus it was written very well.
134756,"Breathe, Annie, Breathe",0,"There's few people that know us as well as our siblings do, and seeing Nick's protectiveness over Annie after her loss was really sweet."
189386,"The Iron Knight (The Iron Fey, #4)",0,The Iron Knight rocked my socks off.
120672,"Arcane Circle (Persephone Alcmedi, #4)",0,Make sure you don't have anything planned for a few days when you pick this up because you will not be able to put it down!
180702,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",0,"Although Ethel's role as Karou's fake grandmother was mentioned in the other books, her actual character development came too little too late for someone so integral to the plot."
38983,"In Bed with a Highlander (McCabe Trilogy, #1)",0,*swooooon*
235423,"UnDivided (Unwind, #4)",0,"It's been a wild ride, from the start of book one to the end of book four... And I'll say this."
102707,"Mine (Real, #2)",0,"He sets his forehead on mine, his gaze incandescent as he looks at me."
9984,"This Man (This Man, #1)",0,I know!!
192699,"Everything, Everything",0,The one thing about this book that I liked was that it had two characters: one sick.
246422,"Inferno (Robert Langdon, #4)",0,I will remember tonight for it's the beginning of forever
71995,Bossypants,0,I love Tina Fey's success story.
114990,"Every Heart a Doorway (Wayward Children, #1)",0,But apparently there are sequels ?!
122703,Water for Elephants,0,I could easily picture Reese as the female star but I never saw Rob as the man of the story
292426,"Silent Blade (Kinsmen, #1)",0,"It started so promising, so very promising, tickling my appetite for graceful, ruthless assassins, outer space, old dynasties, artificially enhanced bodies and a bit of dangeous romance on the side."
5520,"Fire in the Woods (Fire in the Woods, #1)",0,"Again, I digress."
163270,Station Eleven,0,Read Harder 2016: Read a dystopian or post-apocalyptic novel
232629,The Doldrums,0,Almost every day.
282622,The Night Circus,0,Somehow I know it's actually become a part of me.
95980,"Accidentally Married on Purpose (Love and Games, #3)",0,I think it's safe to say that this book made me rethink about lasting first impressions because I was sure they weren't accurate.
40574,"Mitosis (The Reckoners, #1.5)",1,The climax seemed forced and unbelievable.
225452,The Statistical Probability of Love at First Sight,0,Now Oliver was really sweet.
215052,"The Unwritten, Vol. 2: Inside Man",0,The Mr.
222044,"Christmas Eve at Friday Harbor (Friday Harbor, #1)",0,By the 25% mark I started skimming.
215569,The Old Man and the Sea,0,"I found it hard to care much about the outcome here, since I knew so little about Santiago beforehand and learned so little about him during his battle."
34008,The Interestings,0,"It was kind of a slice-of-life narrative, but the slice was much to large."
118672,"The Traitor's Kiss (Traitor's Trilogy, #1)",0,"Instead, those battles tuck neatly in with the rest of her struggles."
186059,"Red Rising (Red Rising, #1)",0,Tactus betrays Darrow on Earth and ultimately pays the price for it; even though Darrow can forgive others can't.
53893,"The Scorpion Rules (Prisoners of Peace, #1)",0,"At this point, the narrative is similar to many others; it diverges considerably though from the moment Elian talks about escape."
256073,"Scarlet (The Lunar Chronicles, #2)",0,I enjoyed this book.
148151,The Shearing Gun,0,"I was smiling and enjoying myself throughout, This author is quickly becoming a auto-buy for me."
21075,A Tree Grows in Brooklyn,0,"I hoped that she would make all of her dreams come true, regardless of the obstacles in her way."
29594,The Ritual,0,But the most distracting and annoying was how stupid they appeared.
232186,Burial Rites,0,This happens with Agnes too.
66401,"Throne of Glass (Throne of Glass, #1)",0,"Moments of vulnerability, a sharp wit, arrogance and alluring charm really flesh out her character, and the book delivers wonderful character development throughout."
131917,"Midnight Thief (Midnight Thief, #1)",1,"In addition to this, she has created a family out of the people around her."
140450,Wanderlost,0,"Aubrey, on the other hand, was too lazy to even try to figure out what she wanted."
232331,"Ghost Story (The Dresden Files,  #13)",0,"I understand Butcher plans to publish 20 books in the series, so there is a ways to go, whenever those come out, but right now I only have 2 left."
133360,"The Heir (The Selection, #4)",0,"There are a lot of cool ideas here, but they didn't come together for me."
107573,"Red Glove (Curse Workers, #2)",0,"It opened up some more information about the broader world view and implications of ""working"" and revealed things about some of the characters that I didn't expect."
109254,Civil War: A Marvel Comics Event,0,"Much too serious, much too dark."
38704,Just Like Heaven (Smythe-Smith Quartet #1),0,I was reading about them declaring their undying love to each other and I felt nothing.
264941,"The Last Olympian (Percy Jackson and the Olympians, #5)",0,"Okay, I'll stop."
